navy	admiral	owner_emp_use
army	commander	owner_emp_use
company	commander	owner_emp_use
navy	commander	owner_emp_use
police	commander	owner_emp_use
church	commissioner	owner_emp_use
city	commissioner	owner_emp_use
police	commissioner	owner_emp_use
child	advocate	owner_emp_use
consumer	advocate	owner_emp_use
government	agency	owner_emp_use
state	agency	owner_emp_use
bank	analyst	owner_emp_use
brokerage	analyst	owner_emp_use
city	analyst	owner_emp_use
government	analyst	owner_emp_use
network	anchor	owner_emp_use
government	army	owner_emp_use
state	assemblyman	owner_emp_use
company	auditor	owner_emp_use
district	auditor	owner_emp_use
government	auditor	owner_emp_use
state	auditor	owner_emp_use
army	battalion	owner_emp_use
government	body	owner_emp_use
state	body	owner_emp_use
army	captain	owner_emp_use
navy	captain	owner_emp_use
team	captain	owner_emp_use
restaurant	chef	owner_emp_use
city	clerk	owner_emp_use
court	clerk	owner_emp_use
circus	clown	owner_emp_use
government	commission	owner_emp_use
state	commission	owner_emp_use
state	commissioner	owner_emp_use
city	committee	owner_emp_use
government	committee	owner_emp_use
parliament	committee	owner_emp_use
school	committee	owner_emp_use
state	committee	owner_emp_use
village	committee	owner_emp_use
police	constable	owner_emp_use
city	controller	owner_emp_use
state	controller	owner_emp_use
state	coordinator	owner_emp_use
state	councillor	owner_emp_use
government	delegation	owner_emp_use
military	delegation	owner_emp_use
parliament	delegation	owner_emp_use
police	dispatcher	owner_emp_use
navy	diver	owner_emp_use
city	economist	owner_emp_use
department	economist	owner_emp_use
government	economist	owner_emp_use
government	functionary	owner_emp_use
state	group	owner_emp_use
village	guard	owner_emp_use
government	hostage	owner_emp_use
government	informant	owner_emp_use
police	informant	owner_emp_use
company	insider	owner_emp_use
industry	insider	owner_emp_use
city	inspector	owner_emp_use
government	inspector	owner_emp_use
police	inspector	owner_emp_use
state	inspector	owner_emp_use
army	investigator	owner_emp_use
board	investigator	owner_emp_use
government	investigator	owner_emp_use
navy	investigator	owner_emp_use
police	investigator	owner_emp_use
state	investigator	owner_emp_use
state	jury	owner_emp_use
administration	lawyer	owner_emp_use
city	lawyer	owner_emp_use
company	lawyer	owner_emp_use
defence	lawyer	owner_emp_use
family	lawyer	owner_emp_use
government	lawyer	owner_emp_use
industry	lawyer	owner_emp_use
plaintiff	lawyer	owner_emp_use
state	lawyer	owner_emp_use
state	legislator	owner_emp_use
state	legislature	owner_emp_use
army	lieutenant	owner_emp_use
housing	lobby	owner_emp_use
government	ministry	owner_emp_use
state	ministry	owner_emp_use
army	officer	owner_emp_use
bank	officer	owner_emp_use
city	officer	owner_emp_use
company	officer	owner_emp_use
court	officer	owner_emp_use
government	officer	owner_emp_use
navy	officer	owner_emp_use
police	officer	owner_emp_use
press	officer	owner_emp_use
school	officer	owner_emp_use
state	officer	owner_emp_use
administration	official	owner_emp_use
agency	official	owner_emp_use
airline	official	owner_emp_use
airport	official	owner_emp_use
army	official	owner_emp_use
bank	official	owner_emp_use
board	official	owner_emp_use
brokerage	official	owner_emp_use
bureau	official	owner_emp_use
church	official	owner_emp_use
city	official	owner_emp_use
club	official	owner_emp_use
coalition	official	owner_emp_use
commission	official	owner_emp_use
committee	official	owner_emp_use
company	official	owner_emp_use
court	official	owner_emp_use
department	official	owner_emp_use
embassy	official	owner_emp_use
foundation	official	owner_emp_use
government	official	owner_emp_use
hospital	official	owner_emp_use
hotel	official	owner_emp_use
industry	official	owner_emp_use
institute	official	owner_emp_use
jail	official	owner_emp_use
lab	official	owner_emp_use
labor	official	owner_emp_use
labour	official	owner_emp_use
league	official	owner_emp_use
management	official	owner_emp_use
military	official	owner_emp_use
ministry	official	owner_emp_use
museum	official	owner_emp_use
navy	official	owner_emp_use
network	official	owner_emp_use
office	official	owner_emp_use
opposition	official	owner_emp_use
palace	official	owner_emp_use
party	official	owner_emp_use
plant	official	owner_emp_use
police	official	owner_emp_use
press	official	owner_emp_use
prison	official	owner_emp_use
railroad	official	owner_emp_use
railway	official	owner_emp_use
school	official	owner_emp_use
state	official	owner_emp_use
syndicate	official	owner_emp_use
team	official	owner_emp_use
town	official	owner_emp_use
union	official	owner_emp_use
university	official	owner_emp_use
village	official	owner_emp_use
zoo	official	owner_emp_use
employer	organisation	owner_emp_use
government	panel	owner_emp_use
state	panel	owner_emp_use
state	parliament	owner_emp_use
immigrant	party	owner_emp_use
labor	party	owner_emp_use
army	patrol	owner_emp_use
police	patrol	owner_emp_use
industry	people	owner_emp_use
team	physician	owner_emp_use
city	police	owner_emp_use
state	police	owner_emp_use
government	regulator	owner_emp_use
state	regulator	owner_emp_use
company	representative	owner_emp_use
government	representative	owner_emp_use
industry	representative	owner_emp_use
labor	representative	owner_emp_use
media	representative	owner_emp_use
party	representative	owner_emp_use
player	representative	owner_emp_use
state	representative	owner_emp_use
syndicate	representative	owner_emp_use
union	representative	owner_emp_use
government	researcher	owner_emp_use
university	researcher	owner_emp_use
government	scientist	owner_emp_use
project	scientist	owner_emp_use
city	solicitor	owner_emp_use
administration	source	owner_emp_use
airport	source	owner_emp_use
army	source	owner_emp_use
bank	source	owner_emp_use
committee	source	owner_emp_use
company	source	owner_emp_use
court	source	owner_emp_use
department	source	owner_emp_use
government	source	owner_emp_use
hospital	source	owner_emp_use
industry	source	owner_emp_use
league	source	owner_emp_use
media	source	owner_emp_use
military	source	owner_emp_use
ministry	source	owner_emp_use
navy	source	owner_emp_use
opposition	source	owner_emp_use
party	source	owner_emp_use
police	source	owner_emp_use
studio	source	owner_emp_use
team	source	owner_emp_use
affairs	spokesman	owner_emp_use
airline	spokesman	owner_emp_use
airport	spokesman	owner_emp_use
army	spokesman	owner_emp_use
association	spokesman	owner_emp_use
bank	spokesman	owner_emp_use
board	spokesman	owner_emp_use
bureau	spokesman	owner_emp_use
campaign	spokesman	owner_emp_use
church	spokesman	owner_emp_use
city	spokesman	owner_emp_use
commission	spokesman	owner_emp_use
committee	spokesman	owner_emp_use
company	spokesman	owner_emp_use
custom	spokesman	owner_emp_use
defence	spokesman	owner_emp_use
department	spokesman	owner_emp_use
embassy	spokesman	owner_emp_use
employment	spokesman	owner_emp_use
environment	spokesman	owner_emp_use
exchange	spokesman	owner_emp_use
family	spokesman	owner_emp_use
fire	spokesman	owner_emp_use
government	spokesman	owner_emp_use
health	spokesman	owner_emp_use
hospital	spokesman	owner_emp_use
industry	spokesman	owner_emp_use
labour	spokesman	owner_emp_use
league	spokesman	owner_emp_use
military	spokesman	owner_emp_use
ministry	spokesman	owner_emp_use
navy	spokesman	owner_emp_use
office	spokesman	owner_emp_use
opposition	spokesman	owner_emp_use
party	spokesman	owner_emp_use
police	spokesman	owner_emp_use
press	spokesman	owner_emp_use
prison	spokesman	owner_emp_use
security	spokesman	owner_emp_use
service	spokesman	owner_emp_use
solidarity	spokesman	owner_emp_use
state	spokesman	owner_emp_use
team	spokesman	owner_emp_use
transport	spokesman	owner_emp_use
university	spokesman	owner_emp_use
airline	spokeswoman	owner_emp_use
airport	spokeswoman	owner_emp_use
army	spokeswoman	owner_emp_use
campaign	spokeswoman	owner_emp_use
city	spokeswoman	owner_emp_use
commission	spokeswoman	owner_emp_use
company	spokeswoman	owner_emp_use
court	spokeswoman	owner_emp_use
department	spokeswoman	owner_emp_use
embassy	spokeswoman	owner_emp_use
exchange	spokeswoman	owner_emp_use
government	spokeswoman	owner_emp_use
hospital	spokeswoman	owner_emp_use
ministry	spokeswoman	owner_emp_use
navy	spokeswoman	owner_emp_use
police	spokeswoman	owner_emp_use
state	spokeswoman	owner_emp_use
university	spokeswoman	owner_emp_use
army	staff	owner_emp_use
bank	staff	owner_emp_use
city	staff	owner_emp_use
commission	staff	owner_emp_use
committee	staff	owner_emp_use
embassy	staff	owner_emp_use
hospital	staff	owner_emp_use
hotel	staff	owner_emp_use
school	staff	owner_emp_use
campaign	strategist	owner_emp_use
party	strategist	owner_emp_use
police	superintendent	owner_emp_use
school	superintendent	owner_emp_use
state	superintendent	owner_emp_use
school	teacher	owner_emp_use
university	teacher	owner_emp_use
army	team	owner_emp_use
government	technocrat	owner_emp_use
army	troop	owner_emp_use
government	troop	owner_emp_use
state	trooper	owner_emp_use
government	work	owner_emp_use
party	work	owner_emp_use
broadcast	license	purpose
export	license	purpose
snack	food	purpose
lounge	wear	purpose
paint	brush	purpose
massage	chair	purpose
alarm	clock	purpose
work	cloth	purpose
combat	equipment	purpose
control	equipment	purpose
rescue	equipment	purpose
support	equipment	purpose
transport	equipment	purpose
combat	gear	purpose
combat	jet	purpose
copy	machine	purpose
exercise	machine	purpose
fax	machine	purpose
travel	map	purpose
guard	rail	purpose
assault	rifle	purpose
dress	shirt	purpose
picnic	table	purpose
tow	truck	purpose
combat	vehicle	purpose
launch	vehicle	purpose
rescue	vehicle	purpose
star	vehicle	purpose
transport	vehicle	purpose
patrol	vessel	purpose
rescue	vessel	purpose
research	vessel	purpose
assault	weapon	purpose
murder	weapon	purpose
design	world	purpose
aid	material	purpose
relief	material	purpose
research	material	purpose
bridge	loan	purpose
search	engine	purpose
