navy	admiral	owner_emp_use
army	commander	owner_emp_use
company	commander	owner_emp_use
navy	commander	owner_emp_use
police	commander	owner_emp_use
city	commissioner	owner_emp_use
police	commissioner	owner_emp_use
army	general	owner_emp_use
police	general	owner_emp_use
party	activist	owner_emp_use
government	adviser	owner_emp_use
child	advocate	owner_emp_use
government	agency	owner_emp_use
government	agent	owner_emp_use
police	agent	owner_emp_use
administration	aide	owner_emp_use
committee	aide	owner_emp_use
press	aide	owner_emp_use
brokerage	analyst	owner_emp_use
city	analyst	owner_emp_use
government	analyst	owner_emp_use
government	army	owner_emp_use
press	attache	owner_emp_use
city	attorney	owner_emp_use
company	attorney	owner_emp_use
defense	attorney	owner_emp_use
government	attorney	owner_emp_use
company	auditor	owner_emp_use
government	auditor	owner_emp_use
government	bank	owner_emp_use
army	battalion	owner_emp_use
government	body	owner_emp_use
government	bureaucrat	owner_emp_use
government	candidate	owner_emp_use
labour	candidate	owner_emp_use
army	captain	owner_emp_use
navy	captain	owner_emp_use
team	captain	owner_emp_use
government	censor	owner_emp_use
city	clerk	owner_emp_use
circus	clown	owner_emp_use
government	commission	owner_emp_use
city	committee	owner_emp_use
government	committee	owner_emp_use
parliament	committee	owner_emp_use
village	committee	owner_emp_use
police	constable	owner_emp_use
government	contractor	owner_emp_use
city	controller	owner_emp_use
army	convoy	owner_emp_use
city	councilwoman	owner_emp_use
city	court	owner_emp_use
city	crew	owner_emp_use
government	delegation	owner_emp_use
military	delegation	owner_emp_use
parliament	delegation	owner_emp_use
city	department	owner_emp_use
government	department	owner_emp_use
police	detective	owner_emp_use
police	dispatcher	owner_emp_use
navy	diver	owner_emp_use
army	doctor	owner_emp_use
company	doctor	owner_emp_use
team	doctor	owner_emp_use
city	economist	owner_emp_use
government	economist	owner_emp_use
airport	employee	owner_emp_use
city	employee	owner_emp_use
company	employee	owner_emp_use
government	employee	owner_emp_use
hotel	employee	owner_emp_use
prison	employee	owner_emp_use
railroad	employee	owner_emp_use
store	employee	owner_emp_use
city	engineer	owner_emp_use
government	entity	owner_emp_use
police	escort	owner_emp_use
army	expert	owner_emp_use
government	expert	owner_emp_use
police	expert	owner_emp_use
army	force	owner_emp_use
government	force	owner_emp_use
junta	force	owner_emp_use
government	functionary	owner_emp_use
village	guard	owner_emp_use
government	hand	owner_emp_use
party	hand	owner_emp_use
government	hostage	owner_emp_use
government	informant	owner_emp_use
police	informant	owner_emp_use
police	informer	owner_emp_use
company	insider	owner_emp_use
city	inspector	owner_emp_use
government	inspector	owner_emp_use
police	inspector	owner_emp_use
army	investigator	owner_emp_use
government	investigator	owner_emp_use
navy	investigator	owner_emp_use
police	investigator	owner_emp_use
administration	lawyer	owner_emp_use
city	lawyer	owner_emp_use
company	lawyer	owner_emp_use
defence	lawyer	owner_emp_use
government	lawyer	owner_emp_use
army	lieutenant	owner_emp_use
housing	lobby	owner_emp_use
army	major	owner_emp_use
army	man	owner_emp_use
government	manager	owner_emp_use
company	member	owner_emp_use
government	member	owner_emp_use
government	ministry	owner_emp_use
government	negotiator	owner_emp_use
army	officer	owner_emp_use
city	officer	owner_emp_use
company	officer	owner_emp_use
government	officer	owner_emp_use
navy	officer	owner_emp_use
police	officer	owner_emp_use
press	officer	owner_emp_use
administration	official	owner_emp_use
agency	official	owner_emp_use
airport	official	owner_emp_use
army	official	owner_emp_use
brokerage	official	owner_emp_use
city	official	owner_emp_use
commission	official	owner_emp_use
committee	official	owner_emp_use
company	official	owner_emp_use
foundation	official	owner_emp_use
government	official	owner_emp_use
hotel	official	owner_emp_use
labour	official	owner_emp_use
military	official	owner_emp_use
ministry	official	owner_emp_use
museum	official	owner_emp_use
navy	official	owner_emp_use
opposition	official	owner_emp_use
party	official	owner_emp_use
police	official	owner_emp_use
press	official	owner_emp_use
prison	official	owner_emp_use
railroad	official	owner_emp_use
team	official	owner_emp_use
village	official	owner_emp_use
zoo	official	owner_emp_use
government	operation	owner_emp_use
employer	organisation	owner_emp_use
youth	organization	owner_emp_use
government	panel	owner_emp_use
army	paratrooper	owner_emp_use
army	patrol	owner_emp_use
police	patrol	owner_emp_use
army	personnel	owner_emp_use
government	personnel	owner_emp_use
navy	personnel	owner_emp_use
party	personnel	owner_emp_use
police	personnel	owner_emp_use
team	physician	owner_emp_use
navy	pilot	owner_emp_use
government	planner	owner_emp_use
city	police	owner_emp_use
city	politician	owner_emp_use
army	private	owner_emp_use
company	private	owner_emp_use
government	professor	owner_emp_use
city	prosecutor	owner_emp_use
government	prosecutor	owner_emp_use
government	regulator	owner_emp_use
company	representative	owner_emp_use
government	representative	owner_emp_use
media	representative	owner_emp_use
party	representative	owner_emp_use
government	researcher	owner_emp_use
army	reservist	owner_emp_use
government	scientist	owner_emp_use
project	scientist	owner_emp_use
army	soldier	owner_emp_use
government	soldier	owner_emp_use
city	solicitor	owner_emp_use
administration	source	owner_emp_use
airport	source	owner_emp_use
army	source	owner_emp_use
committee	source	owner_emp_use
company	source	owner_emp_use
government	source	owner_emp_use
media	source	owner_emp_use
military	source	owner_emp_use
ministry	source	owner_emp_use
navy	source	owner_emp_use
opposition	source	owner_emp_use
party	source	owner_emp_use
police	source	owner_emp_use
team	source	owner_emp_use
parliament	speaker	owner_emp_use
affairs	spokesman	owner_emp_use
airport	spokesman	owner_emp_use
army	spokesman	owner_emp_use
city	spokesman	owner_emp_use
commission	spokesman	owner_emp_use
committee	spokesman	owner_emp_use
company	spokesman	owner_emp_use
defence	spokesman	owner_emp_use
employment	spokesman	owner_emp_use
government	spokesman	owner_emp_use
health	spokesman	owner_emp_use
labour	spokesman	owner_emp_use
military	spokesman	owner_emp_use
ministry	spokesman	owner_emp_use
navy	spokesman	owner_emp_use
opposition	spokesman	owner_emp_use
party	spokesman	owner_emp_use
police	spokesman	owner_emp_use
press	spokesman	owner_emp_use
prison	spokesman	owner_emp_use
security	spokesman	owner_emp_use
service	spokesman	owner_emp_use
solidarity	spokesman	owner_emp_use
team	spokesman	owner_emp_use
transport	spokesman	owner_emp_use
government	spokesperson	owner_emp_use
airport	spokeswoman	owner_emp_use
army	spokeswoman	owner_emp_use
city	spokeswoman	owner_emp_use
commission	spokeswoman	owner_emp_use
company	spokeswoman	owner_emp_use
government	spokeswoman	owner_emp_use
ministry	spokeswoman	owner_emp_use
navy	spokeswoman	owner_emp_use
police	spokeswoman	owner_emp_use
army	staff	owner_emp_use
city	staff	owner_emp_use
commission	staff	owner_emp_use
committee	staff	owner_emp_use
hotel	staff	owner_emp_use
party	strategist	owner_emp_use
brokerage	subsidiary	owner_emp_use
police	superintendent	owner_emp_use
army	team	owner_emp_use
government	technocrat	owner_emp_use
army	troop	owner_emp_use
government	troop	owner_emp_use
army	veteran	owner_emp_use
navy	veteran	owner_emp_use
project	veteran	owner_emp_use
defense	witness	owner_emp_use
government	witness	owner_emp_use
prosecution	witness	owner_emp_use
city	worker	owner_emp_use
government	worker	owner_emp_use
party	worker	owner_emp_use
treasury	worker	owner_emp_use
government	work	owner_emp_use
party	work	owner_emp_use
press	writer	owner_emp_use
import	permit	purpose
broadcast	license	purpose
patrol	aircraft	purpose
strike	aircraft	purpose
transport	aircraft	purpose
snack	food	purpose
wash	basin	purpose
lounge	wear	purpose
paint	brush	purpose
rescue	boat	purpose
alarm	clock	purpose
work	cloth	purpose
rescue	equipment	purpose
support	equipment	purpose
transport	equipment	purpose
debit	card	purpose
battle	flag	purpose
rescue	helicopter	purpose
transport	helicopter	purpose
repair	kit	purpose
copy	machine	purpose
fax	machine	purpose
fax	modem	purpose
patrol	plane	purpose
transport	plane	purpose
guard	rail	purpose
assault	rifle	purpose
rescue	ship	purpose
research	ship	purpose
support	ship	purpose
picnic	table	purpose
battle	tank	purpose
display	technology	purpose
design	tool	purpose
research	tool	purpose
tow	truck	purpose
launch	vehicle	purpose
rescue	vehicle	purpose
star	vehicle	purpose
transport	vehicle	purpose
patrol	vessel	purpose
rescue	vessel	purpose
research	vessel	purpose
battle	wagon	purpose
assault	weapon	purpose
design	world	purpose
aid	material	purpose
relief	material	purpose
research	material	purpose
bridge	loan	purpose
search	engine	purpose
search	dog	purpose
art	fair	complement
book	fair	complement
food	fair	complement
furniture	fair	complement
health	fair	complement
medicine	fair	complement
safety	fair	complement
science	fair	complement
talent	fair	complement
wine	fair	complement
automobile	fair	complement
art	festival	complement
bribery	scheme	other
investment	scheme	other
loan	scheme	other
fund	system	other
pay	scheme	other
leadership	system	other
pay	system	other
student	program	other
loan	program	other
rule	program	other
sugar	program	other
prison	program	other
crop	program	other
commodity	program	other
debt	program	other
agriculture	program	other
child	program	other
discount	program	other
highway	program	other
tourism	program	other
policy	agenda	other
policy	framework	other
portfolio	strategy	other
personality	trait	complement
body	shape	complement
hair	shape	complement
ocean	shape	complement
skull	shape	complement
skin	tone	complement
ocean	temperature	complement
oven	temperature	complement
water	temperature	complement
student	age	complement
passenger	age	complement
class	size	complement
company	size	complement
house	size	complement
clock	speed	complement
classroom	style	complement
hair	style	complement
